Room Rate,Month Record,Number of Star,Hotel Location,Number of Nights,Room-type Name
52000,12,3,Residence area,2,2 BEDROOM APARTMENT
60000,12,3,Residence area,2,1 BEDROOM APARTMENT
60000,12,3,Residence area,2,1 BEDROOM APARTMENT
60000,12,3,Residence area,2,SUPERIOR STUDIO
60000,12,3,Residence area,2,CLASSIC STUDIO
30000,12,3,Residence area,4,CLASSIC STUDIO
60000,12,3,Residence area,2,SUPERIOR STUDIO
60000,12,3,Residence area,1,1 BEDROOM APARTMENT
60000,12,3,Residence area,1,2 BEDROOM APARTMENT
75000,12,3,Residence area,2,CLASSIC STUDIO
60000,12,3,Residence area,1,2 BEDROOM APARTMENT
60000,12,3,Residence area,1,CLASSIC STUDIO
39999,12,3,Residence area,3,SUPERIOR STUDIO
120000,12,3,Residence area,2,SUPERIOR STUDIO
0,12,3,Residence area,665106,CLASSIC STUDIO
108000,12,3,Residence area,1,CLASSIC STUDIO
128000,12,3,Residence area,1,SUPERIOR STUDIO
60000,12,3,Residence area,2,CLASSIC STUDIO
100000,12,3,Residence area,1,1 BEDROOM APARTMENT
70000,12,3,Residence area,2,CLASSIC STUDIO
40000,12,3,Residence area,2,CLASSIC STUDIO
74500,12,3,Residence area,10,2 BEDROOM APARTMENT
60000,12,3,Residence area,1,CLASSIC STUDIO
100000,12,3,Residence area,2,CLASSIC STUDIO
100000,12,3,Residence area,2,CLASSIC STUDIO
70000,12,3,Residence area,1,CLASSIC STUDIO
70000,12,3,Residence area,1,CLASSIC STUDIO
100000,12,3,Residence area,1,CLASSIC STUDIO
62500,12,3,Residence area,3,SUPERIOR STUDIO
96000,12,3,Residence area,2,SUPERIOR STUDIO
80000,12,3,Residence area,3,CLASSIC STUDIO
80000,12,3,Residence area,2,CLASSIC STUDIO
80000,12,3,Residence area,2,CLASSIC STUDIO
110000,1,3,Residence area,1,1 BEDROOM APARTMENT
66600,1,3,Residence area,15,SUPERIOR STUDIO
60000,1,3,Residence area,2,CLASSIC STUDIO
60000,1,3,Residence area,1,CLASSIC STUDIO
60000,1,3,Residence area,4,CLASSIC STUDIO
0,1,3,Residence area,3,CLASSIC STUDIO
56000,1,3,Residence area,1,CLASSIC STUDIO
160000,1,3,Residence area,1,2 BEDROOM APARTMENT
56000,1,3,Residence area,1,CLASSIC STUDIO
70000,1,3,Residence area,4,SUPERIOR STUDIO
70000,1,3,Residence area,2,SUPERIOR STUDIO
56000,1,3,Residence area,1,CLASSIC STUDIO
56000,1,3,Residence area,2,CLASSIC STUDIO
64000,1,3,Residence area,1,SUPERIOR STUDIO
56000,1,3,Residence area,1,CLASSIC STUDIO
70000,1,3,Residence area,1,CLASSIC STUDIO
62000,1,3,Residence area,1,CLASSIC STUDIO
160000,1,3,Residence area,1,2 BEDROOM APARTMENT
56000,1,3,Residence area,2,SUPERIOR STUDIO
120000,1,3,Residence area,2,1 BEDROOM APARTMENT
56000,1,3,Residence area,2,CLASSIC STUDIO
56000,1,3,Residence area,1,CLASSIC STUDIO
64000,1,3,Residence area,1,SUPERIOR STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
56000,2,3,Residence area,4,CLASSIC STUDIO
64000,2,3,Residence area,3,SUPERIOR STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
70000,2,3,Residence area,1,CLASSIC STUDIO
56000,2,3,Residence area,2,CLASSIC STUDIO
64000,2,3,Residence area,1,SUPERIOR STUDIO
120000,2,3,Residence area,1,1 BEDROOM APARTMENT
64999,2,3,Residence area,1,SUPERIOR STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
56000,2,3,Residence area,3,CLASSIC STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
56000,2,3,Residence area,4,CLASSIC STUDIO
75000,2,3,Residence area,1,SUPERIOR STUDIO
64000,2,3,Residence area,1,SUPERIOR STUDIO
64000,2,3,Residence area,1,SUPERIOR STUDIO
64000,2,3,Residence area,1,SUPERIOR STUDIO
64000,2,3,Residence area,2,SUPERIOR STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
160000,2,3,Residence area,2,2 BEDROOM APARTMENT
64000,2,3,Residence area,2,SUPERIOR STUDIO
56000,2,3,Residence area,2,CLASSIC STUDIO
64000,2,3,Residence area,2,SUPERIOR STUDIO
120000,2,3,Residence area,1,1 BEDROOM APARTMENT
64000,2,3,Residence area,1,CLASSIC STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
64000,2,3,Residence area,1,SUPERIOR STUDIO
64000,2,3,Residence area,1,SUPERIOR STUDIO
64000,2,3,Residence area,1,SUPERIOR STUDIO
80000,2,3,Residence area,2,SUPERIOR STUDIO
72000,2,3,Residence area,2,SUPERIOR STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
56000,2,3,Residence area,2,CLASSIC STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
64000,2,3,Residence area,1,SUPERIOR STUDIO
56000,2,3,Residence area,1,CLASSIC STUDIO
64000,3,3,Residence area,4,SUPERIOR STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
56000,3,3,Residence area,2,CLASSIC STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
80000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,5,CLASSIC STUDIO
64000,3,3,Residence area,2,SUPERIOR STUDIO
64000,3,3,Residence area,2,SUPERIOR STUDIO
50000,3,3,Residence area,2,CLASSIC STUDIO
64000,3,3,Residence area,2,SUPERIOR STUDIO
50000,3,3,Residence area,1,SUPERIOR STUDIO
64000.000000000015,3,3,Residence area,1,SUPERIOR STUDIO
70000,3,3,Residence area,1,CLASSIC STUDIO
70000,3,3,Residence area,3,CLASSIC STUDIO
50000,3,3,Residence area,1,CLASSIC STUDIO
56000,3,3,Residence area,2,CLASSIC STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
80000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
56000,3,3,Residence area,2,SUPERIOR STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
60000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
70000,3,3,Residence area,1,CLASSIC STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,1,SUPERIOR STUDIO
50000,3,3,Residence area,3,CLASSIC STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
56000,3,3,Residence area,1,SUPERIOR STUDIO
50000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,2,SUPERIOR STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
70000,3,3,Residence area,1,CLASSIC STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
56000,3,3,Residence area,1,SUPERIOR STUDIO
60000,3,3,Residence area,1,CLASSIC STUDIO
56000,3,3,Residence area,2,CLASSIC STUDIO
64000,3,3,Residence area,3,SUPERIOR STUDIO
56000,3,3,Residence area,35,CLASSIC STUDIO
70000,3,3,Residence area,2,SUPERIOR STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
60000,3,3,Residence area,2,CLASSIC STUDIO
64000,3,3,Residence area,6,SUPERIOR STUDIO
56000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
56000,3,3,Residence area,2,CLASSIC STUDIO
56000,3,3,Residence area,3,CLASSIC STUDIO
56000,3,3,Residence area,2,CLASSIC STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
64000,3,3,Residence area,4,SUPERIOR STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,2,CLASSIC STUDIO
160000,3,3,Residence area,4,2 BEDROOM APARTMENT
64000,3,3,Residence area,1,SUPERIOR STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
64000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
75000,3,3,Residence area,1,1 BEDROOM APARTMENT
50000,3,3,Residence area,1,SUPERIOR STUDIO
56000,3,3,Residence area,497,CLASSIC STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
64000,3,3,Residence area,3,SUPERIOR STUDIO
60000,3,3,Residence area,1,CLASSIC STUDIO
56000,3,3,Residence area,1,CLASSIC STUDIO
56000,4,3,Residence area,2,CLASSIC STUDIO
64000,4,3,Residence area,7,SUPERIOR STUDIO
62000,4,3,Residence area,1,CLASSIC STUDIO
56000,4,3,Residence area,2,CLASSIC STUDIO
56000,4,3,Residence area,0,CLASSIC STUDIO
160000,4,3,Residence area,3,2 BEDROOM APARTMENT
64000,4,3,Residence area,5,SUPERIOR STUDIO
56000,4,3,Residence area,2,CLASSIC STUDIO
56000,4,3,Residence area,1,CLASSIC STUDIO
56000,4,3,Residence area,1,CLASSIC STUDIO
56000,4,3,Residence area,2,CLASSIC STUDIO
64000,4,3,Residence area,3,SUPERIOR STUDIO
70000,4,3,Residence area,1,CLASSIC STUDIO
64000,4,3,Residence area,1,SUPERIOR STUDIO
64000,4,3,Residence area,1,SUPERIOR STUDIO
64000,4,3,Residence area,1,SUPERIOR STUDIO
56000,4,3,Residence area,2,CLASSIC STUDIO
64000,4,3,Residence area,1,SUPERIOR STUDIO
56000,4,3,Residence area,1,CLASSIC STUDIO
160000,4,3,Residence area,4,2 BEDROOM APARTMENT
100000,4,3,Residence area,14,1 BEDROOM APARTMENT
56000,4,3,Residence area,3,CLASSIC STUDIO
80000,4,3,Residence area,1,SUPERIOR STUDIO
55000,4,3,Residence area,13,CLASSIC STUDIO
55000,4,3,Residence area,15,CLASSIC STUDIO
55000,4,3,Residence area,15,CLASSIC STUDIO
192000,4,3,Residence area,2,2 BEDROOM APARTMENT
100000,4,3,Residence area,11,1 BEDROOM APARTMENT
55000,4,3,Residence area,11,CLASSIC STUDIO
70000,4,3,Residence area,11,SUPERIOR STUDIO
100000,4,3,Residence area,12,1 BEDROOM APARTMENT
100000,4,3,Residence area,11,1 BEDROOM APARTMENT
100000,4,3,Residence area,10,1 BEDROOM APARTMENT
70000,4,3,Residence area,11,SUPERIOR STUDIO
64000,4,3,Residence area,1,SUPERIOR STUDIO
64000,4,3,Residence area,1,SUPERIOR STUDIO
56000,4,3,Residence area,1,CLASSIC STUDIO
64000,9,3,Residence area,4,SUPERIOR STUDIO
120000,4,3,Residence area,2,1 BEDROOM APARTMENT
56000,4,3,Residence area,24,SUPERIOR STUDIO
64000,4,3,Residence area,1,SUPERIOR STUDIO
160000,4,3,Residence area,1,2 BEDROOM APARTMENT
56000,4,3,Residence area,1,CLASSIC STUDIO
55000,4,3,Residence area,12,CLASSIC STUDIO
70000,4,3,Residence area,7,SUPERIOR STUDIO
70000,4,3,Residence area,8,SUPERIOR STUDIO
70000,4,3,Residence area,8,SUPERIOR STUDIO
70000,4,3,Residence area,8,SUPERIOR STUDIO
64000,4,3,Residence area,3,SUPERIOR STUDIO
120000,4,3,Residence area,1,1 BEDROOM APARTMENT
70000,4,3,Residence area,8,SUPERIOR STUDIO
70000,4,3,Residence area,12,SUPERIOR STUDIO
55000,4,3,Residence area,8,CLASSIC STUDIO
100000,4,3,Residence area,9,1 BEDROOM APARTMENT
160000,4,3,Residence area,6,2 BEDROOM APARTMENT
120000,4,3,Residence area,6,1 BEDROOM APARTMENT
64000,4,3,Residence area,4,2 BEDROOM APARTMENT
70000,4,3,Residence area,8,SUPERIOR STUDIO
150000,4,3,Residence area,1,2 BEDROOM APARTMENT
150000,4,3,Residence area,1,2 BEDROOM APARTMENT
160000,4,3,Residence area,4,2 BEDROOM APARTMENT
120000,4,3,Residence area,1,1 BEDROOM APARTMENT
160000,4,3,Residence area,1,2 BEDROOM APARTMENT
100000,4,3,Residence area,5,1 BEDROOM APARTMENT
120000,4,3,Residence area,1,1 BEDROOM APARTMENT
120000,4,3,Residence area,1,1 BEDROOM APARTMENT
100000,4,3,Residence area,1,1 BEDROOM APARTMENT
120000,4,3,Residence area,0,1 BEDROOM APARTMENT
56000.00000000001,4,3,Residence area,9,CLASSIC STUDIO
64000.000000000015,4,3,Residence area,2,SUPERIOR STUDIO
56000.00000000001,4,3,Residence area,1,CLASSIC STUDIO
56000.00000000001,4,3,Residence area,3,CLASSIC STUDIO
56000.00000000001,4,3,Residence area,3,CLASSIC STUDIO
56000.00000000001,4,3,Residence area,0,CLASSIC STUDIO
56000.00000000001,4,3,Residence area,3,CLASSIC STUDIO
56000.00000000001,4,3,Residence area,0,CLASSIC STUDIO
80000,5,3,Residence area,0,SUPERIOR STUDIO
70000,5,3,Residence area,0,SUPERIOR STUDIO
56000.00000000001,5,3,Residence area,0,CLASSIC STUDIO
0,5,3,Residence area,2,CLASSIC STUDIO
56000.00000000001,5,3,Residence area,0,CLASSIC STUDIO
64000.000000000015,5,3,Residence area,1,SUPERIOR STUDIO
64000.000000000015,5,3,Residence area,0,SUPERIOR STUDIO
64000.000000000015,5,3,Residence area,0,SUPERIOR STUDIO
64000.000000000015,5,3,Residence area,0,SUPERIOR STUDIO
64000.000000000015,5,3,Residence area,0,SUPERIOR STUDIO
70000,5,3,Residence area,1,SUPERIOR STUDIO
56000,5,3,Residence area,4,SUPERIOR STUDIO
56000.00000000001,5,3,Residence area,0,CLASSIC STUDIO
160000,5,3,Residence area,6,2 BEDROOM APARTMENT
56000.00000000001,5,3,Residence area,3,CLASSIC STUDIO
64000.000000000015,5,3,Residence area,0,SUPERIOR STUDIO
56000,5,3,Residence area,2,CLASSIC STUDIO
56000,5,3,Residence area,0,1 BEDROOM APARTMENT
64000,5,3,Residence area,4,CLASSIC STUDIO
56000.00000000001,5,3,Residence area,1,CLASSIC STUDIO
64000.000000000015,5,3,Residence area,3,SUPERIOR STUDIO
64000.000000000015,5,3,Residence area,1,SUPERIOR STUDIO
64000.000000000015,5,3,Residence area,5,SUPERIOR STUDIO
56000.00000000001,5,3,Residence area,3,CLASSIC STUDIO
64000.000000000015,5,3,Residence area,1,SUPERIOR STUDIO
56000.00000000001,5,3,Residence area,1,CLASSIC STUDIO
56000.00000000001,5,3,Residence area,1,CLASSIC STUDIO
64000.000000000015,5,3,Residence area,1,SUPERIOR STUDIO
56000.00000000001,5,3,Residence area,2,CLASSIC STUDIO
64000.000000000015,5,3,Residence area,2,SUPERIOR STUDIO
64000,5,3,Residence area,2,1 BEDROOM APARTMENT
56000.00000000001,5,3,Residence area,1,CLASSIC STUDIO
160000,5,3,Residence area,3,2 BEDROOM APARTMENT
56000.00000000001,5,3,Residence area,2,CLASSIC STUDIO
56000.00000000001,5,3,Residence area,1,CLASSIC STUDIO
72000,5,3,Residence area,8,SUPERIOR STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
72000,5,3,Residence area,4,SUPERIOR STUDIO
64000,5,3,Residence area,3,CLASSIC STUDIO
64000,5,3,Residence area,0,CLASSIC STUDIO
72000,5,3,Residence area,3,SUPERIOR STUDIO
72000,5,3,Residence area,0,SUPERIOR STUDIO
72000,5,3,Residence area,8,SUPERIOR STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
64000,5,3,Residence area,4,CLASSIC STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
72000,5,3,Residence area,3,SUPERIOR STUDIO
72000,5,3,Residence area,1,SUPERIOR STUDIO
64000,5,3,Residence area,2,CLASSIC STUDIO
72000,5,3,Residence area,1,SUPERIOR STUDIO
128000.00000000001,5,3,Residence area,1,1 BEDROOM APARTMENT
168000,5,3,Residence area,1,2 BEDROOM APARTMENT
64000,5,3,Residence area,2,CLASSIC STUDIO
72000,5,3,Residence area,1,SUPERIOR STUDIO
64000,5,3,Residence area,1,SUPERIOR STUDIO
160000,5,3,Residence area,1,1 BEDROOM APARTMENT
168000,5,3,Residence area,1,2 BEDROOM APARTMENT
72000,5,3,Residence area,1,1 BEDROOM APARTMENT
90000,5,3,Residence area,1,1 BEDROOM APARTMENT
0,5,3,Residence area,0,2 BEDROOM APARTMENT
68000,5,3,Residence area,0,2 BEDROOM APARTMENT
72000,5,3,Residence area,2,SUPERIOR STUDIO
90000,5,3,Residence area,1,SUPERIOR STUDIO
64000,5,3,Residence area,2,CLASSIC STUDIO
80000,5,3,Residence area,1,CLASSIC STUDIO
90000,5,3,Residence area,1,SUPERIOR STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
72000,5,3,Residence area,1,SUPERIOR STUDIO
64000,5,3,Residence area,15,CLASSIC STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
90000,5,3,Residence area,1,SUPERIOR STUDIO
64000,5,3,Residence area,0,CLASSIC STUDIO
45000,5,3,Residence area,0,SUPERIOR STUDIO
72000,5,3,Residence area,1,SUPERIOR STUDIO
64000,5,3,Residence area,2,CLASSIC STUDIO
72000,5,3,Residence area,4,SUPERIOR STUDIO
72000,5,3,Residence area,4,SUPERIOR STUDIO
72000,5,3,Residence area,3,SUPERIOR STUDIO
90000,5,3,Residence area,2,SUPERIOR STUDIO
80000,5,3,Residence area,1,CLASSIC STUDIO
80000,5,3,Residence area,1,CLASSIC STUDIO
64000,5,3,Residence area,2,CLASSIC STUDIO
72000,5,3,Residence area,0,SUPERIOR STUDIO
72000,5,3,Residence area,3,SUPERIOR STUDIO
128000.00000000001,5,3,Residence area,3,1 BEDROOM APARTMENT
72000,5,3,Residence area,3,SUPERIOR STUDIO
90000,5,3,Residence area,0,SUPERIOR STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
160000,5,3,Residence area,0,1 BEDROOM APARTMENT
160000,5,3,Residence area,1,1 BEDROOM APARTMENT
72000,5,3,Residence area,5,SUPERIOR STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
80000,5,3,Residence area,1,CLASSIC STUDIO
72000,5,3,Residence area,0,SUPERIOR STUDIO
72000,5,3,Residence area,0,SUPERIOR STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
90000,5,3,Residence area,0,SUPERIOR STUDIO
90000,5,3,Residence area,1,2 BEDROOM APARTMENT
72000,5,3,Residence area,1,SUPERIOR STUDIO
90000,5,3,Residence area,0,SUPERIOR STUDIO
72000,5,3,Residence area,1,SUPERIOR STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
72000,5,3,Residence area,2,SUPERIOR STUDIO
64000,5,3,Residence area,2,CLASSIC STUDIO
128000,5,3,Residence area,3,1 BEDROOM APARTMENT
64000,5,3,Residence area,4,CLASSIC STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
90000,5,3,Residence area,1,SUPERIOR STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
64000,5,3,Residence area,5,CLASSIC STUDIO
72000,5,3,Residence area,5,SUPERIOR STUDIO
64000,5,3,Residence area,1,CLASSIC STUDIO
90000,5,3,Residence area,0,SUPERIOR STUDIO
200000,5,3,Residence area,5,2 BEDROOM APARTMENT
64000,5,3,Residence area,2,CLASSIC STUDIO
72000,5,3,Residence area,1,SUPERIOR STUDIO
72000,5,3,Residence area,1,SUPERIOR STUDIO
72000,5,3,Residence area,1,SUPERIOR STUDIO
72000,5,3,Residence area,1,SUPERIOR STUDIO
90000,6,3,Residence area,3,SUPERIOR STUDIO
0,6,3,Residence area,0,CLASSIC STUDIO
90000,6,3,Residence area,1,SUPERIOR STUDIO
72000,6,3,Residence area,1,SUPERIOR STUDIO
80000,6,3,Residence area,3,CLASSIC STUDIO
72000,6,3,Residence area,2,SUPERIOR STUDIO
72000,6,3,Residence area,1,SUPERIOR STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
168000,6,3,Residence area,1,2 BEDROOM APARTMENT
64000,6,3,Residence area,2,CLASSIC STUDIO
64000,6,3,Residence area,2,CLASSIC STUDIO
72000,6,3,Residence area,1,SUPERIOR STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
90000,6,3,Residence area,1,SUPERIOR STUDIO
80000,6,3,Residence area,3,CLASSIC STUDIO
72000,6,3,Residence area,1,SUPERIOR STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
64000,6,3,Residence area,0,CLASSIC STUDIO
72000,6,3,Residence area,1,SUPERIOR STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
64000,6,3,Residence area,2,CLASSIC STUDIO
72000,6,3,Residence area,5,SUPERIOR STUDIO
72000,6,3,Residence area,1,SUPERIOR STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
72000,6,3,Residence area,1,SUPERIOR STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
72000,6,3,Residence area,3,SUPERIOR STUDIO
72000,6,3,Residence area,3,SUPERIOR STUDIO
80000,6,3,Residence area,0,CLASSIC STUDIO
80000,6,3,Residence area,1,CLASSIC STUDIO
64000,6,3,Residence area,0,CLASSIC STUDIO
72000,6,3,Residence area,1,SUPERIOR STUDIO
72000,6,3,Residence area,1,SUPERIOR STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
64000,6,3,Residence area,5,CLASSIC STUDIO
64000,6,3,Residence area,0,CLASSIC STUDIO
72000,6,3,Residence area,6,SUPERIOR STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
64000,6,3,Residence area,2,CLASSIC STUDIO
64000,6,3,Residence area,2,CLASSIC STUDIO
80000,6,3,Residence area,1,CLASSIC STUDIO
64000,6,3,Residence area,0,CLASSIC STUDIO
72000,6,3,Residence area,0,SUPERIOR STUDIO
72000,6,3,Residence area,17,SUPERIOR STUDIO
72000,6,3,Residence area,1,SUPERIOR STUDIO
72000,6,3,Residence area,1,SUPERIOR STUDIO
72000,6,3,Residence area,0,SUPERIOR STUDIO
72000,6,3,Residence area,1,SUPERIOR STUDIO
64000,6,3,Residence area,1,CLASSIC STUDIO
64000,6,3,Residence area,2,CLASSIC STUDIO
80000,6,3,Residence area,0,CLASSIC STUDIO
128000.00000000001,6,3,Residence area,0,1 BEDROOM APARTMENT
90000,6,3,Residence area,0,SUPERIOR STUDIO
